id,title,author,issue,volume,venue,page,pub_date,type,publisher,editor,omid,doi,pmid,other_id,pub_year,pub_month,pub_day
omid:br/06320154569 doi:10.7554/elife.85993,Endoparasitoid Lifestyle Promotes Endogenization And Domestication Of dsDNA Viruses,"Boussau, Bastien, Buhl, Peter N, Charlat, Sylvain, Cruaud, Astrid, Guinet, Benjamin, Lepetit, David, Notton, David G, Rasplus, Jean-Yves, Stigenberg, Julia, Varaldi, Julien, De Vienne, Damien M",,12.0,eLife,,2023-06-06,journal article,"eLife Sciences Publications, Ltd",,omid:br/06320154569,doi:10.7554/elife.85993,,,2023.0,6.0,6.0
omid:br/06320154323 doi:10.7554/elife.87956,"Inositol Pyrophosphate Dynamics Reveals Control Of The Yeast Phosphate Starvation Program Through 1,5-IP8 And The SPX Domain Of Pho81","Chabert, Valentin, Jamsheer K, Muhammed, Jessen, Henning J, Kim, Geun-Don, Liu, Guizhen, Mayer, Andreas, Michaillat Mayer, Lydie, Qiu, Danye",,12.0,eLife,,2023-09-20,journal article,"eLife Sciences Publications, Ltd",,omid:br/06320154323,doi:10.7554/elife.87956,,,2023.0,9.0,20.0
omid:br/06320154709 doi:10.7554/elife.82431,Cryo-EM Structures Of An LRRC8 Chimera With Native Functional Properties Reveal Heptameric Assembly,"Denton, Jerod S, Karakas, Erkan, Strange, Kevin, Takahashi, Hirohide, Yamada, Toshiki",,12.0,eLife,,2023-03-10,journal article,"eLife Sciences Publications, Ltd",,omid:br/06320154709,doi:10.7554/elife.82431,,,2023.0,3.0,10.0
omid:br/06320154095 doi:10.7554/elife.85317,Zinc Activation Of OTOP Proton Channels Identifies Structural Elements Of The Gating Apparatus,"Chyung, Kevin Saejin, Goldschen-Ohm, Marcel P, Kaplan, Joshua P, Liang, Ziyu, Liman, Emily R, Teng, Bochuan",,12.0,eLife,,2023-04-13,journal article,"eLife Sciences Publications, Ltd",,omid:br/06320154095,doi:10.7554/elife.85317,,,2023.0,4.0,13.0
omid:br/06320154070 doi:10.7554/elife.77408,Nr2f1a Maintains Atrial Nkx2.5 Expression To Repress Pacemaker Identity Within Venous Atrial Cardiomyocytes Of Zebrafish,"Beerens, Manu, MacRae, Calum A, Martin, Kendall E, Ravisankar, Padmapriyadarshini, Waxman, Joshua S.",,12.0,eLife,,2023-05-15,journal article,"eLife Sciences Publications, Ltd",,omid:br/06320154070,doi:10.7554/elife.77408,,,2023.0,5.0,15.0
omid:br/06320154153 doi:10.7554/elife.77976,"CriSNPr, A Single Interface For The Curated And De Novo Design Of gRNAs For CRISPR Diagnostics Using Diverse Cas Systems","Ansari, Asgar, Chakraborty, Debojyoti, Kumar, Manoj, Maiti, Souvik, Sarkar, Sajal",,12.0,eLife,,2023-02-08,journal article,"eLife Sciences Publications, Ltd",,omid:br/06320154153,doi:10.7554/elife.77976,,,2023.0,2.0,8.0
omid:br/06320154031 doi:10.7554/elife.86049,Structural And Regulatory Insights Into The Glideosome-Associated Connector From Toxoplasma Gondii,"Chao, Kin, Darvill, Nicolas, Santos Pacheco, Nicolas Dos, Kumar, Amit, Lin, Gloria Meng-Hsuan, Matthews, Stephen, Morgan, Marc L, Pedersen, Jan Skov, Rasmussen, Helena, Rouse, Sarah L, Soldati-Favre, Dominique, Stylianou, Fisentzos A, Vadas, Oscar, Xu, Yingqi, Zhang, Xu",,12.0,eLife,,2023-04-04,journal article,"eLife Sciences Publications, Ltd",,omid:br/06320154031,doi:10.7554/elife.86049,,,2023.0,4.0,4.0
omid:br/06320154495 doi:10.7554/elife.82825,An Oligogenic Architecture Underlying Ecological And Reproductive Divergence In Sympatric Populations,"Brievac, Duica, Kaiser, Tobias S., Peralta, Carolina M",,12.0,eLife,,2023-02-28,journal article,"eLife Sciences Publications, Ltd",,omid:br/06320154495,doi:10.7554/elife.82825,,,2023.0,2.0,28.0
omid:br/06320154583 doi:10.7554/elife.75860,GWAS And Functional Studies Suggest A Role For Altered DNA Repair In The Evolution Of Drug Resistance In Mycobacterium Tuberculosis,"Khan, Sidra, Nandicoori, Vinay Kumar, Naz, Saba, Paritosh, Kumar, Sanyal, Priyadarshini, Singh, Yogendra, Varshney, Umesh",,12.0,eLife,,2023-01-25,journal article,"eLife Sciences Publications, Ltd",,omid:br/06320154583,doi:10.7554/elife.75860,,,2023.0,1.0,25.0
omid:br/06320154696 doi:10.7554/elife.81177,Cyclic AMP Is A Critical Mediator Of Intrinsic Drug Resistance And Fatty Acid Metabolism In M. Tuberculosis,"Beites, Tiago, Eckartt, Kathryn A, Ehrt, Sabine, Fieweger, Rachael A, Li, Shuqi, Planck, Kyle A, Poulton, Nicholas C, Rhee, Kyu Y, Rock, Jeremy, Schnappinger, Dirk, VanderVen, Brian C, Wong, Andrew I",,12.0,eLife,,2023-02-22,journal article,"eLife Sciences Publications, Ltd",,omid:br/06320154696,doi:10.7554/elife.81177,,,2023.0,2.0,22.0
omid:br/06240176251 doi:10.1111/j.1558-5646.1991.tb04401.x pmid:28567880,Divergence Of Meiotic DriveSuppression Systems As An Explanation For SexBiased Hybrid Sterility And Inviability,"Frank, Steven A.",2,45,Evolution,262-267,1991-03,journal article,Wiley,,omid:br/06240176251,doi:10.1111/j.1558-5646.1991.tb04401.x,pmid:28567880,,1991.0,3.0,1.0
omid:br/06101090274 doi:10.7282/t3hx1gzs doi:10.1016/j.foodcont.2018.05.019,Quantitative Risk Assessment Of Listeria Monocytogenes In Traditional Minas Cheeses: The Cases Of Artisanal Semi-Hard And Fresh Soft Cheeses,"Bovo, Fernanda, Gonzales-Barron, Ursula, Cadavez, Vasco, SantAna, Anderson S., Schaffner, Donald W.",,92.0,Food Control,370-379,2018-10,journal article,Elsevier Bv,,omid:br/06101090274,doi:10.7282/t3hx1gzs,,,2018.0,10.0,1.0
omid:br/06301393005 doi:10.1016/0008-8749(87)90305-4,Sensitization Through Carcinogen-Induced Langerhans Cell-Deficient Skin Activates Specific Long-Lived Suppressor Cells For Both Cellular And Humoral Immunity,"Halliday, Gary M., Muller, H.Konrad",1,109.0,Cellular Immunology,206-221,1987-10,journal article,Elsevier Bv,,omid:br/06301393005,doi:10.1016/0008-8749(87)90305-4,,,1987.0,10.0,1.0
omid:br/06301393044 doi:10.1016/0008-8749(88)90119-0,Antigen Presented In The Local Lymph Node By Cells From Dimethylbenzanthracene-Treated Murine Epidermis Activates Suppressor Cells,"Halliday, Gary M., Cavanagh, Lois L., Muller, H.Konrad",2,117.0,Cellular Immunology,289-302,1988-12,journal article,Elsevier Bv,,omid:br/06301393044,doi:10.1016/0008-8749(88)90119-0,,,1988.0,12.0,1.0
omid:br/061403836658 doi:10.1101/2023.08.25.554821,Estimating The Number Of Breeders From Helminth Larvae With Genomic Data,"Batsa, Linda, Debrah, Alex, Dennis, Tristan, Hoerauf, Achim, Klarmann-Schulz, Ute, Lamberton, Poppy H. L., Opoku, Millicent, Pfarr, Kenneth, Ranford-Cartwright, Lisa C., Sands, William, Scandale, Ivan, Specht, Sabine",,,,,2023-08-27,web content,Cold Spring Harbor Laboratory,,omid:br/061403836658,doi:10.1101/2023.08.25.554821,,,2023.0,8.0,27.0
omid:br/061403836493 doi:10.1109/iscc58397.2023.10218211,The Jeopardy Of Learning From Over-Sampled Class-Imbalanced Medical Datasets,"Abujaber, Ahmad, Alabdallat, Yasmeen Jamal, Alkhawaldeh, Ibraheem M., Altarawneh, Ghada, Atiya, Amir F., Hassanat, Ahmad, Tarawneh, Ahmad S.",,,2023 IEEE Symposium On Computers And Communications (ISCC),,2023-07-09,proceedings article,Institute Of Electrical And Electronics Engineers (Ieee),,omid:br/061403836493,doi:10.1109/iscc58397.2023.10218211,,,2023.0,7.0,9.0
omid:br/061403836644 doi:10.1101/2023.08.27.555017,Mesoscale Functional Architecture In Medial Posterior Parietal Cortex,"Hira, Riichiro, Smith, Ikuko T., Smith, Spencer LaVere, Stirman, Jeffrey N., Townsend, Leah B., Yu, Che-Hang, Yu, Yiyi",,,,,2023-08-27,web content,Cold Spring Harbor Laboratory,,omid:br/061403836644,doi:10.1101/2023.08.27.555017,,,2023.0,8.0,27.0
omid:br/061203863106 doi:10.3390/agronomy13051286,Genome-Wide Association Study Using Genotyping By Sequencing For Bacterial Leaf Blight Resistance Loci In Local Thai Indica Rice,"Danaisilichaichon, Chananton, Jantasuriyarat, Chatchawan, Patarapuwadol, Sujin, Tondelli, Alessandro, Toojinda, Theerayut, Val, Giampiero, Vejchasarn, Phanchita",5,13,Agronomy,1286-1286,2023-04-29,journal article,Mdpi Ag,,omid:br/061203863106,doi:10.3390/agronomy13051286,,,2023.0,4.0,29.0
omid:br/061203863112 doi:10.3390/agronomy13051285,Review Of The Genesis Of Plant Pathology And Its Relation To The Phytiatry As A Necessary Element In The Sustainable Development Of Agronomy,"Del Moral-Martnez, Jernimo, Del Moral De La Vega, Jos",5,13,Agronomy,1285-1285,2023-04-29,journal article,Mdpi Ag,,omid:br/061203863112,doi:10.3390/agronomy13051285,,,2023.0,4.0,29.0
omid:br/061203862509 doi:10.3390/agronomy12123228,Leaching Of Sulfadiazine And Florfenicol In An Entisol Of A Chicken-Raising Orchard: Impact Of Manure-Derived Dissolved Organic Matter,"Cui, Jun, Gbadegesin, Lanre Anthony, Liu, Chen, Liu, Xinyu, Tang, Xiangyu",12,12,Agronomy,3228-3228,2022-12-19,journal article,Mdpi Ag,,omid:br/061203862509,doi:10.3390/agronomy12123228,,,2022.0,12.0,19.0
omid:br/06304417135 doi:10.1101/2023.01.05.522703,Growth In A Biofilm Promotes Conjugation Of ablaNDM-1-bearing Plasmid betweenKlebsiella Pneumoniaestrains,"Beattie, Emilie, Buckner, Michelle M C, Element, Sarah J., Hall, Rebecca J., Moran, Robert A., Van Schaik, Willem",,,,,2023-01-11,web content,Cold Spring Harbor Laboratory,,omid:br/06304417135,doi:10.1101/2023.01.05.522703,,,2023.0,1.0,11.0
omid:br/06304417019 doi:10.1109/iceet56468.2022.10007261,Automatic Tuberculosis Detection In Cough Patterns Using NLP-style Cough Embeddings,"Niesler, Thomas, Pahar, Madhurananda, Theron, Grant",,,2022 International Conference On Engineering And Emerging Technologies (ICEET),,2022-10-27,proceedings article,Institute Of Electrical And Electronics Engineers (Ieee),,omid:br/06304417019,doi:10.1109/iceet56468.2022.10007261,,,2022.0,10.0,27.0
omid:br/06304417121 doi:10.21203/rs.3.rs-2450855/v1,Brazilian Scale For Evaluation Of Mental Health Care Needs: Development And Evidence Of Validity,"Bonfim, Daiana, Eshriqui, Ilana, Monteiro, Camila, Rebustini, Flvio, Rewa, Talita, Sousa, Ana Alice Freire, Zorzi, Daniella Sampaio, De Almeida, Letcia Yamawaka, De Mendona, Joana Moscoso Teixeira",,,,,2023-01-11,web content,Research Square Platform Llc,,omid:br/06304417121,doi:10.21203/rs.3.rs-2450855/v1,,,2023.0,1.0,11.0
omid:br/06280107837 doi:10.1111/jocd.15965,The Efficacy And Safety Of Microneedling With Topical Tranexamic Acid For Melasma Treatment: A Systematic Review And MetaAnalysis,"Feng, Xiaowei, Su, Hong, Xie, Jinwei",,,Journal Of Cosmetic Dermatology,,2023-08-16,journal article,Wiley,,omid:br/06280107837,doi:10.1111/jocd.15965,,,2023.0,8.0,16.0
omid:br/06280107647 doi:10.1111/jocd.15727,Longterm FollowUp Outcomes Of LaserTreated Port Wine Stain Patients: A DoubleBlinded Retrospective Study,"Lekwuttikarn, Ramrada, Pimsiri, Anansiripun, Somsak, Tanrattanakorn",8,22.0,Journal Of Cosmetic Dermatology,2246-2251,2023-03-23,journal article,Wiley,,omid:br/06280107647,doi:10.1111/jocd.15727,,,2023.0,3.0,23.0
omid:br/06280105814 doi:10.1080/09692290.2022.2158118,Legal Diffusion As Protectionism: The Case Of The U.S. Promotion Of Antitrust Laws,"Arslan, Melike",,,Review Of International Political Economy,1-24,2022-12-28,journal article,Informa Uk Limited,,omid:br/06280105814,doi:10.1080/09692290.2022.2158118,,,2022.0,12.0,28.0
omid:br/06280105747 doi:10.1007/s42761-023-00221-1,"Habitual Expressive Suppression Of Positive, But Not Negative, Emotions Consistently Predicts Lower Well-being Across Two Culturally Distinct Regions","Chang, Jen-Ho, Haase, Claudia M., Yu, Chen-Wei Felix",,,Affective Science,,2023-09-21,journal article,Springer Science And Business Media Llc,,omid:br/06280105747,doi:10.1007/s42761-023-00221-1,,,2023.0,9.0,21.0
omid:br/06280106571 doi:10.1017/cjn.2023.19,Impact Of The COVID-19 Pandemic On Stroke Subtype Presentation In Patients Without COVID-19 Infection,"Catanese, Luciana, Chen, Jennifer, Crellin, Lisa, Francis, Troy, Katsanos, Aristeidis H., Pikula, Aleksandra, Sawicka, Katherine M., Schaafsma, Joanna D., Shoamanesh, Ashkan, Williams, Janice",,,Canadian Journal Of Neurological Sciences / Journal Canadien Des Sciences Neurologiques,1-9,2023-01-30,journal article,Cambridge University Press (Cup),,omid:br/06280106571,doi:10.1017/cjn.2023.19,,,2023.0,1.0,30.0
omid:br/062601860531 doi:10.1580/07-weme-or-092r1.1 pmid:18076300,Cause Of Death In Avalanche Fatalities,"McIntosh, Scott E., Grissom, Colin K., Olivares, Christopher R., Kim, Han S., Tremper, Bruce",4,18.0,Wilderness & Environmental Medicine,293-297,2007-12,journal article,Elsevier Bv,,omid:br/062601860531,doi:10.1580/07-weme-or-092r1.1,pmid:18076300,,2007.0,12.0,1.0
omid:br/06101666967 doi:10.1083/jcb.152.3.503 pmid:11157978,Erv41p And Erv46p,"Otte, Stefan, Belden, William J., Heidtman, Matthew, Liu, Jay, Jensen, Ole N., Barlowe, Charles",3,152.0,Journal Of Cell Biology,503-518,2001-01-29,journal article,Rockefeller University Press,,omid:br/06101666967,doi:10.1083/jcb.152.3.503,pmid:11157978,,2001.0,1.0,29.0
omid:br/061303824588 doi:10.1007/s11270-022-06022-9,Groundwater Quality Evaluation And Analysis Technology Based On AHP-EWM-GRA And Its Application,"Chu, Jingyan, Fan, Juan, Li, Bo, Li, Menghua, Liu, Pu, Long, Jie, Wu, Huang, Yang, Lei, Yang, Zhicheng",1,234.0,"Water, Air, & Soil Pollution",,2022-12-28,journal article,Springer Science And Business Media Llc,,omid:br/061303824588,doi:10.1007/s11270-022-06022-9,,,2022.0,12.0,28.0
omid:br/06280148885 doi:10.1007/s12275-023-00054-4,"Ten Novel Species Belonging To The Genus Flavobacterium, Isolated From Freshwater Environments: F. Praedii Sp. Nov., F. Marginilacus Sp. Nov., F. Aestivum Sp. Nov., F. Flavigenum Sp. Nov., F. Luteolum Sp. Nov., F. Gelatinilyticum Sp. Nov., F. Aquiphilum Sp. Nov., F. Limnophilum Sp. Nov., F. Lacustre Sp. Nov., And F. Eburneipallidum Sp. Nov.","Cho, Jang-Cheon, Jo, Hyunyoung, Kang, Ilnam, Lim, Yeonjung, Park, Miri S.",5,61.0,Journal Of Microbiology,495-510,2023-05,journal article,Springer Science And Business Media Llc,,omid:br/06280148885,doi:10.1007/s12275-023-00054-4,,,2023.0,5.0,1.0
omid:br/06280148586 doi:10.1007/s11306-023-01997-w,Metabolomic Profiling Of Different Clones Of Vitis Vinifera L. Cv. Glera And Glera Lunga Grapes By High-Resolution Mass Spectrometry,"De Marchi, Fabiola, De Rosso, Mirko, Flamini, Riccardo, Gardiman, Massimo",4,19.0,Metabolomics,,2023-03-28,journal article,Springer Science And Business Media Llc,,omid:br/06280148586,doi:10.1007/s11306-023-01997-w,,,2023.0,3.0,28.0
omid:br/06280141097 doi:10.1002/nafm.10874,The Duality Of Drought: Pelagic And BenthicSpawning Stream Fishes Show Opposing Responses To Drought In The Southern Great Plains,"Mayes, Kevin B., Nguyen, Erin, Perkin, Joshuah S., Smith, Ryan, Trungale, Joe",,,North American Journal Of Fisheries Management,,2023-09-06,journal article,Wiley,,omid:br/06280141097,doi:10.1002/nafm.10874,,,2023.0,9.0,6.0
omid:br/06280142844 doi:10.1186/s12911-023-02218-z,Forecasting The Daily Demand For Emergency Medical Ambulances In England And Wales: A Benchmark Model And External Validation,"Allen, Michael, Collins, Lucy, Harper, Alison, Mayne, Andrew, Monks, Thomas",1,23.0,BMC Medical Informatics And Decision Making,,2023-07-11,journal article,Springer Science And Business Media Llc,,omid:br/06280142844,doi:10.1186/s12911-023-02218-z,,,2023.0,7.0,11.0
omid:br/06280142830 doi:10.1186/s12911-022-02076-1,A Machine Learning Approach For Predicting High Risk Hospitalized Patients With COVID-19 SARS-Cov-2,"Bertolotti, Marinella, Betti, Marta, Bolgeo, Tatiana, Bottrighi, Alessio, Cassinari, Antonella, Maconi, Antonio, Massarino, Costanza, Pennisi, Marzio, Rava, Emanuele, Roveta, Annalisa",1,22.0,BMC Medical Informatics And Decision Making,,2022-12-28,journal article,Springer Science And Business Media Llc,,omid:br/06280142830,doi:10.1186/s12911-022-02076-1,,,2022.0,12.0,28.0
omid:br/06280142970 doi:10.1186/s12911-023-02159-7,Explainable Prediction Of Daily Hospitalizations For Cerebrovascular Disease Using Stacked Ensemble Learning,"Lu, Xiaoya, Qiu, Hang",1,23.0,BMC Medical Informatics And Decision Making,,2023-04-06,journal article,Springer Science And Business Media Llc,,omid:br/06280142970,doi:10.1186/s12911-023-02159-7,,,2023.0,4.0,6.0
omid:br/06280142954 doi:10.1186/s12911-023-02178-4,The Development And Phase 1 Evaluation Of A Decision Aid For Elective Egg Freezing,"Agresta, Franca, Allingham, Catherine, Anderson, Richard A, Braat, Sabine, Fisher, Jane, Hammarberg, Karin, Hart, Roger, Hickey, Martha, Johnson, Louise, Ledger, William, Lew, Raelia, Lieberman, Devora, Michelmore, Janet, Norman, Robert J, Parle, Anna, Peate, Michelle, Sandhu, Sherine, Summers, Fiona, The Eggsurance Collaborative Group",1,23.0,BMC Medical Informatics And Decision Making,,2023-05-05,journal article,Springer Science And Business Media Llc,,omid:br/06280142954,doi:10.1186/s12911-023-02178-4,,,2023.0,5.0,5.0
omid:br/06301427615 doi:10.15626/pfs25.0203.04,Fjrrundervisning - En Central Del I Skolans Digitalisering,"From, Jrgen, Pettersson, Fanny, Pettersson, Gerd",2-3,25.0,Pedagogisk Forskning I Sverige,69-91,2020-10-01,journal article,Linnaeus University,,omid:br/06301427615,doi:10.15626/pfs25.0203.04,,,2020.0,10.0,1.0
omid:br/06704305231 pmid:27578802 doi:10.1093/bioinformatics/btw520 pmid:20529923 doi:10.1093/bioinformatics/btq214,A Statistical Method For The Detection Of Variants From Next-Generation Resequencing Of DNA Pools,"Ondrej Libiger, Vikas Bansal, Vikas Bansal",,,,,2016-09-01,journal article,,,omid:br/06704305231,doi:10.1093/bioinformatics/btw520,pmid:27578802,,2016.0,9.0,1.0
omid:br/062302675798 doi:10.1111/j.1399-0039.2007.00968.x pmid:18005092,CD44 And CD27 Delineate B-precursor Stages With Different Recombination Status And With An Uneven Distribution In Nonmalignant And Malignant Hematopoiesis,"Vaskova, M., Fronkova, E., Starkova, Julia, Kalina, Tom, Mejstrikova, E., Hrusak, O.",0,0.0,Tissue Antigens,071115150103001-???,2007-11-13,journal article,Wiley,,omid:br/062302675798,doi:10.1111/j.1399-0039.2007.00968.x,pmid:18005092,,2007.0,11.0,13.0
omid:br/061803939281 doi:10.3390/app13010233,Severity Prediction Of Highway Crashes In Saudi Arabia Using Machine Learning Techniques,"Aldhari, Ibrahim, Alharbi, Fawaz, Alinizzi, Majed, Almoshaogeh, Meshal, Haider, Husnain, Jamal, Arshad",1,13.0,Applied Sciences,233-233,2022-12-24,journal article,Mdpi Ag,,omid:br/061803939281,doi:10.3390/app13010233,,,2022.0,12.0,24.0
omid:br/061803939272 doi:10.3390/app13010259,Insider Threat Detection Using Machine Learning Approach,"Altwaijry, Najwa, Bin Sarhan, Bushra",1,13.0,Applied Sciences,259-259,2022-12-25,journal article,Mdpi Ag,,omid:br/061803939272,doi:10.3390/app13010259,,,2022.0,12.0,25.0
omid:br/061803936067 doi:10.1186/s43014-023-00149-w,Recent Progress And Future Perspectives On Non-Thermal Apple Juice Processing Techniques,"S.S., Arya, Bhat, Mohmad Sayeed, Nachiappan, Nachal, Waghmare, Roji",1,5.0,"Food Production, Processing And Nutrition",,2023-05-05,journal article,Springer Science And Business Media Llc,,omid:br/061803936067,doi:10.1186/s43014-023-00149-w,,,2023.0,5.0,5.0
omid:br/06420151935 doi:10.3390/drones7030214,A Survey On Energy Optimization Techniques In UAV-Based Cellular Networks: From Conventional To Machine Learning Approaches,"Abbasi, Qammer H., Abdel-Salam, Ali, Abubakar, Attai, Ahmad, Iftikhar, Hussain, Sajjad, Imran, Muhammad, Mollel, Michael, Omeke, Kenechi, Ozturk, Cihat, Ozturk, Metin",3,7,Drones,214-214,2023-03-20,journal article,Mdpi Ag,,omid:br/06420151935,doi:10.3390/drones7030214,,,2023.0,3.0,20.0
omid:br/06420155604 doi:10.1016/j.scib.2023.07.009,Blood-based Biomarkers For Alzheimers Disease: A Multicenter-Based Cross-Sectional And Longitudinal Study In China,"Cheng, Xin, Cheng, Zhaozhao, Dai, Linbin, Deng, Kexue, Gao, Feng, Li, Shiping, Liu, Chang, Lv, Xinyi, Ni, Jun, Shen, Yong, Shi, Jiong, Su, Ya, Tao, Qingqing, Wang, Qiong, Wang, Yue, Wu, Yan, Wu, Zhiying, Yuan, Jing, Zhang, Shuting, Zhang, Ziyi",16,68,Science Bulletin,1800-1808,2023-08,journal article,Elsevier Bv,,omid:br/06420155604,doi:10.1016/j.scib.2023.07.009,,,2023.0,8.0,1.0
omid:br/06420155672 doi:10.1016/j.scib.2022.12.023,Structural Insight Into The Constitutive Activity Of Human Orphan Receptor GPR12,"Chen, Na, Hua, Tian, Li, Hao, Liu, Junlin, Liu, Zhijie, Luo, Feng, Wu, Lijie, Yu, Yanan, Zhang, Jinyi",1,68,Science Bulletin,95-104,2023-01,journal article,Elsevier Bv,,omid:br/06420155672,doi:10.1016/j.scib.2022.12.023,,,2023.0,1.0,1.0
omid:br/06420155147 doi:10.1016/j.agwat.2023.108279,Assessing The Effects Of Water Resources Allocation On The Uncertainty Propagation In The WaterEnergyFoodSociety (WEFS) Nexus,"Chen, Jie, Guo, Shenglian, Liu, Dedi, Liu, Pan, Wu, Zhenhui, Xiong, Lihua, Yin, Jiabo, Zeng, Yujie, Zhou, Wan",,282,Agricultural Water Management,108279-108279,2023-05,journal article,Elsevier Bv,,omid:br/06420155147,doi:10.1016/j.agwat.2023.108279,,,2023.0,5.0,1.0
omid:br/06420158595 doi:10.1002/ajb2.16116,"An Updated Phylogeny, Biogeography, And PhyloCodebased Classification Of Cornaceae Based On Three Sets Of Genomic Data","Cheng, Jin, Du, Zhi-Yuan, Xiang, Qiu-Yun Jenny, Soltis, Douglas E., Soltis, Pamela S., Wang, Qing-Feng, Zhou, Wenbin",2,110,American Journal Of Botany,,2023-02,journal article,Wiley,,omid:br/06420158595,doi:10.1002/ajb2.16116,,,2023.0,2.0,1.0
omid:br/06420158596 doi:10.1002/ajb2.16117,Target Sequence Data Shed New Light On The Infrafamilial Classification Of Araceae,"Bailey, Paul, Baker, William J., Carlsen, Mnica M., Forest, Flix, Gibernau, Marc, Haigh, Anna L., Hay, Alistair, Leempoel, Kevin, Maurin, Olivier, Mayo, Simon, McGinnie, Catherine, Morris, Sarah, Prez-Escobar, Oscar Alejandro, Yeng, Wong Sin, Zuluaga, Alejandro, Zuntini, Alexandre R.",2,110,American Journal Of Botany,,2023-02,journal article,Wiley,,omid:br/06420158596,doi:10.1002/ajb2.16117,,,2023.0,2.0,1.0
omid:br/06420158782 doi:10.1080/21650373.2023.2250786,Effect Of Al2O3 Content In Slag On The Relationship Between Slag Reactivity And Carbonation Resistance,"Zhang, Yu, opurolu, Ouzhan",,,Journal Of Sustainable Cement-Based Materials,1-16,2023-08-28,journal article,Informa Uk Limited,,omid:br/06420158782,doi:10.1080/21650373.2023.2250786,,,2023.0,8.0,28.0
omid:br/06420123579 doi:10.1080/07853890.2023.2208872,Clinical Efficacy And Safety Of Interleukin-1 Blockade In The Treatment Of Patients With COVID-19: A Systematic Review And Meta-Analysis Of Randomized Controlled Trials,"Chang, Shen-Peng, Hsu, Chi-Kuei, Lai, Chih-Cheng, Lan, Shao-Huan, Lu, Li-Chin",1,55,Annals Of Medicine,,2023-05-18,journal article,Informa Uk Limited,,omid:br/06420123579,doi:10.1080/07853890.2023.2208872,,,2023.0,5.0,18.0
omid:br/061201673857 doi:10.1007/bf02903723 pmid:10983243,Cytokines inSalmonella Infection,"Trebichavsk, I.",4,44.0,Folia Microbiologica,457-460,1999-08,journal article,Springer Science And Business Media Llc,,omid:br/061201673857,doi:10.1007/bf02903723,pmid:10983243,,1999.0,8.0,1.0
